Frame_ID,Time_s,Arduino_State,Camera_Frame,Raw_Ticks_Signed,Zeroed_Dist_cm,Smoothed_Vel_cm_s
1,0.000000,0,66,0,0.0000,0.0000
2,0.000150,0,68,0,0.0000,0.0000
3,0.000300,0,68,0,0.0000,0.0000
4,0.000450,0,68,0,0.0000,0.0000
5,0.000600,0,68,0,0.0000,0.0000
6,0.000750,0,68,0,0.0000,0.0000
7,0.000900,0,68,0,0.0000,0.0000
8,0.001050,0,68,0,0.0000,0.0000
9,0.001200,0,68,0,0.0000,0.0000
10,0.001350,0,68,0,0.0000,0.0000
11,0.001500,0,68,0,0.0000,0.0000
12,0.001650,0,68,0,0.0000,0.0000
13,0.001800,0,68,0,0.0000,0.0000
14,0.001950,0,68,0,0.0000,0.0000
15,0.002100,0,68,0,0.0000,0.0000
16,0.002250,0,68,0,0.0000,0.0000
17,0.002400,0,68,0,0.0000,0.0000
18,0.002550,0,68,0,0.0000,0.0000
19,0.002700,0,68,0,0.0000,0.0000
20,0.002850,0,68,0,0.0000,0.0000
21,0.003000,0,68,0,0.0000,0.0000
22,0.003150,0,68,0,0.0000,0.0000
23,0.003300,0,68,0,0.0000,0.0000
24,0.003450,0,68,0,0.0000,0.0000
25,0.003600,0,68,0,0.0000,0.0000
26,0.003750,0,68,0,0.0000,0.0000
27,0.003900,0,68,0,0.0000,0.0000
28,0.004050,0,68,0,0.0000,0.0000
29,0.004200,0,68,0,0.0000,0.0000
30,0.004350,0,68,0,0.0000,0.0000
31,0.004500,0,68,0,0.0000,0.0000
32,0.004650,0,68,0,0.0000,0.0000
33,0.004800,0,68,0,0.0000,0.0000
34,0.004950,0,68,0,0.0000,0.0000
35,0.005100,0,68,0,0.0000,0.0000
36,0.005250,0,68,0,0.0000,0.0000
37,0.005400,0,68,0,0.0000,0.0000
38,0.005550,0,68,0,0.0000,0.0000
39,0.005700,0,68,0,0.0000,0.0000
40,0.005850,0,68,0,0.0000,0.0000
41,0.006000,0,68,0,0.0000,0.0000
42,0.006150,0,68,0,0.0000,0.0000
43,0.006300,0,68,0,0.0000,0.0000
44,0.006450,0,68,0,0.0000,0.0000
45,0.006600,0,68,0,0.0000,0.0000
46,0.006750,0,68,0,0.0000,0.0000
47,0.006900,0,68,0,0.0000,0.0000
48,0.007050,0,68,0,0.0000,0.0000
49,0.007200,0,68,0,0.0000,0.0000
50,0.007350,0,68,0,0.0000,0.0000
51,0.007500,0,68,0,0.0000,0.0000
52,0.007650,0,68,0,0.0000,0.0000
53,0.007800,0,68,0,0.0000,0.0000
54,0.007950,0,68,0,0.0000,0.0000
55,0.008100,0,68,0,0.0000,0.0000
56,0.008250,0,68,0,0.0000,0.0000
57,0.008400,0,68,0,0.0000,0.0000
58,0.008550,0,68,0,0.0000,0.0000
59,0.008700,0,68,0,0.0000,0.0000
60,0.008850,0,68,0,0.0000,0.0000
61,0.009000,0,68,0,0.0000,0.0000
62,0.009150,0,68,0,0.0000,0.0000
63,0.009300,0,68,0,0.0000,0.0000
64,0.009450,0,68,0,0.0000,0.0000
65,0.009600,0,68,0,0.0000,0.0000
66,0.009750,0,68,0,0.0000,0.0000
67,0.009900,0,68,0,0.0000,0.0000
68,0.010050,0,68,0,0.0000,0.0000
69,0.010200,0,68,0,0.0000,0.0000
70,0.010350,0,68,0,0.0000,0.0000
71,0.010500,0,68,0,0.0000,0.0000
72,0.010650,0,68,0,0.0000,0.0000
73,0.010800,0,68,0,0.0000,0.0000
74,0.010950,0,68,0,0.0000,0.0000
75,0.011100,0,75,0,0.0000,0.0000
76,0.011250,0,75,0,0.0000,0.0000
77,0.011400,0,75,0,0.0000,0.0000
78,0.011550,0,75,0,0.0000,0.0000
79,0.011700,0,75,0,0.0000,0.0000
80,0.011850,0,75,0,0.0000,0.0000
81,0.012000,0,75,0,0.0000,0.0000
82,0.012150,0,75,0,0.0000,0.0000
83,0.012300,0,75,0,0.0000,0.0000
84,0.012450,0,75,0,0.0000,0.0000
85,0.012600,0,75,0,0.0000,0.0000
86,0.012750,0,75,0,0.0000,0.0000
87,0.012900,0,75,0,0.0000,0.0000
88,0.013050,0,75,0,0.0000,0.0000
89,0.013200,0,75,0,0.0000,0.0000
90,0.013350,0,75,0,0.0000,0.0000
91,0.013500,0,75,0,0.0000,0.0000
92,0.013650,0,75,0,0.0000,0.0000
93,0.013800,0,75,0,0.0000,0.0000
94,0.013950,0,75,0,0.0000,0.0000
95,0.014100,0,75,0,0.0000,0.0000
96,0.014250,0,75,0,0.0000,0.0000
97,0.014400,0,75,0,0.0000,0.0000
98,0.014550,0,75,0,0.0000,0.0000
99,0.014700,0,75,0,0.0000,0.0000
100,0.014850,0,75,0,0.0000,0.0000
101,0.015000,0,75,0,0.0000,0.0000
102,0.015150,0,75,0,0.0000,0.0000
103,0.015300,0,75,0,0.0000,0.0000
104,0.015450,0,75,0,0.0000,0.0000
105,0.015600,0,75,0,0.0000,0.0000
106,0.015750,0,75,0,0.0000,0.0000
107,0.015900,0,75,0,0.0000,0.0000
108,0.016050,0,75,0,0.0000,0.0000
109,0.016200,0,75,0,0.0000,0.0000
110,0.016350,0,75,0,0.0000,0.0000
111,0.016500,0,75,0,0.0000,0.0000
112,0.016650,0,75,0,0.0000,0.0000
113,0.016800,0,75,0,0.0000,0.0000
114,0.016950,0,75,0,0.0000,0.0000
115,0.017100,0,75,0,0.0000,0.0000
116,0.017250,0,75,0,0.0000,0.0000
117,0.017400,0,75,0,0.0000,0.0000
118,0.017550,0,75,0,0.0000,0.0000
119,0.017700,0,75,0,0.0000,0.0000
120,0.017850,0,75,0,0.0000,0.0000
121,0.018000,0,75,0,0.0000,0.0000
122,0.018150,0,75,0,0.0000,0.0000
123,0.018300,0,75,0,0.0000,0.0000
124,0.018450,0,75,0,0.0000,0.0000
125,0.018600,0,75,0,0.0000,0.0000
126,0.018750,0,75,0,0.0000,0.0000
127,0.018900,0,75,0,0.0000,0.0000
128,0.019050,0,75,0,0.0000,0.0000
129,0.019200,0,75,0,0.0000,0.0000
130,0.019350,0,75,0,0.0000,0.0000
131,0.019500,0,75,0,0.0000,0.0000
132,0.019650,0,75,0,0.0000,0.0000
133,0.019800,0,75,0,0.0000,0.0000
134,0.019950,0,75,0,0.0000,0.0000
135,0.020100,0,75,0,0.0000,0.0000
136,0.020250,0,75,0,0.0000,0.0000
137,0.020400,0,75,0,0.0000,0.0000
138,0.020550,0,75,0,0.0000,0.0000
139,0.020700,0,75,0,0.0000,0.0000
140,0.020850,0,75,0,0.0000,0.0000
141,0.021000,0,75,0,0.0000,0.0000
142,0.021150,0,75,0,0.0000,0.0000
143,0.021300,0,75,0,0.0000,0.0000
144,0.021450,0,75,0,0.0000,0.0000
145,0.021600,0,75,0,0.0000,0.0000
146,0.021750,0,75,0,0.0000,0.0000
147,0.021900,0,75,0,0.0000,0.0000
148,0.022050,0,75,0,0.0000,0.0000
149,0.022200,0,75,0,0.0000,0.0000
150,0.022350,0,75,0,0.0000,0.0000
151,0.022500,0,75,0,0.0000,0.0000
152,0.022650,0,75,0,0.0000,0.0000
153,0.022800,0,75,0,0.0000,0.0000
